hash256,birth_year_value,death_year_value,birth_city,birth_state,birth_city_lat_long,birth_country,death_city,death_state,death_country,death_city_latitude_longitude
97c8234aa02df7445fbe82234632941cac4843cc5ca0d9967faa4bf448c6f716,1845,1915,New York City,NY,"40.7098, -74.0094",United States of America,East Providence,RI,United States of America,"41.81854, -71.37320"
9fa2430acde7ec821185d32f1fcc3958c2b04f8dd8a1bc45df3167877f05b465,1845,1874,Leesburg,VA,"39.11554, -77.56451",United States of America,Hyeres,,France,"43.1220, 6.1331"
f61793b2f03ffa13aafa947af16452d864ea434a193a52183f4c64f00a76ebac,1845,1905,Magdon,NY,,United States of America,Woonsocket,RI,United States of America,"42.00294, -71.51490"
65adc7fa5f61a28857026dc1fb4e75a6ce9fe5567878283e2014ddb743aeb5c9,1846,1919,Paris,,"48.8527, 2.3476",France,East Providence,RI,United States of America,"41.81854, -71.37320"
24c3f3a02b7f8c0894752a3df1ea2b3ee24086f0b9bb9faf78035d600bbe890c,1846,1852,Providence,RI,"41.82442, -71.41251",United States of America,Roxbury,MA,United States of America,"42.32511, -71.09502"
36b1e8420e93caa7339fe659b5383b9761b3cdb1b5bb49695623c1d28cc8743f,1847,1867,Portland,ME,"43.6599, -70.2617",United States of America,,,,
713c9c41b47c11b32207897d85abbb2b54084256703eec1d5a9b5f24e4774184,1848,1916,Belmont,NH,"43.4462, -71.4801",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
ee7fd749283021464ab00720b74bec43a499e6876b6ef00fa1e360359feefcec,1848,1849,Roxbury,MA,"42.32511, -71.09502",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
0d68431c480f4a7e324aadbbee07c1d3b5eb08af570f5e98a7954bb1514b208a,1848,1876,Chateau Gay,NY,"44.92662, -74.07995",United States of America,,,,
9ea2ebb1ecc61f8641daa5e32cb64a3f03809022030829b7296a4fea11dbe54e,1849,1916,New York City,NY,"40.7098, -74.0094",United States of America,Marseilles,,France,"43.2992, 5.3703"
9dd848738216ddd9db4b329faf2c6b7b807d255df4df0bca367ec2b03c010f76,1850,1901,Belmont,NH,"43.4462, -71.4801",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
ec37459e7ceb71f0e265caeb71bcdeb3ef5a29954272b8913a3b126d0dbb4e3d,1851,1875,Portsmouth,NH,"43.06989, -70.75453",United States of America,,,,
da19a69b689ac1938fd0c653cc8b0fb0a95c377696fbd9d029a79dab7ba717f1,1852,1932,Centerville,RI,"41.69650, -71.52267",United States of America,Kingston,RI,United States of America,"41.48010, -71.52246"
4cc73c3f12af3bfc2c1cb9b38a8ff948ed66d9d8774365572f16544f64ace60d,1854,1937,Sutton,MA,"42.1502, -71.7644",United States of America,,,,
e5a3ce89cae20d0578a22d128dc95d5a1fb7765f2aa1f174c6632386b734c8a9,1854,1914,Viggiano,,"40.3392, 15.9007",Italy,Providence,RI,United States of America,"41.82442, -71.41251"
3b332f0cb9a1ca40a5aa6b3a6692329c0347895d95b842b2599436e50e08aa57,1856,1948,Putnam,CT,"41.91505, -71.91015",United States of America,,,,
aed4091ff4464512f5774f24f1a24d543756b61922e908fa3c26966ab1451854,1856,1923,,,,,Oakland,CA,United States of America,"37.8065, -122.2689"
44145c16623cde1d08cfe635e7386769e5c501b8baf440c6656faa2275c52a7e,1857,1893,,,,,Chicago,IL,United States of America,"41.8798, -87.6256"
8e03469c1f7857e4010b4f9de3417995155522af4db5bf5b02c889fc6558cc11,1869,1959,New York City,NY,"40.7098, -74.0094",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
9e918abe0b0bf9a7b2f0d9d6ebd3d7c7a2dfe1be4179889af1fd96a2ac6453f2,1871,1929,Cumberland,RI,"41.9638, -71.4314",United States of America,Neuilly-Sursein,,France,"48.88464, 2.26996"
aa7da529635066864778f37ae5f5ebc4ec27cd0db6afa30caec87f98f0032ad9,1872,1931,Nashville,TN,"36.1623, -86.7769",United States of America,,,United Kingdom,
90013c9306099a18ba4bcb0127516b15372e575860157553f96979ba3f6a7cc3,1875,1921,New York City,NY,"40.7098, -74.0094",United States of America,Paris,,France,"48.8527, 2.3476"
65771093212842b9b0d8e784a545a4c04c0042832c5a7dc91d172880c7040286,1876,1943,St. Denis,,,Canada,,,,
fb89fa9e49790e299f54ce2fc7ad5cc6b7aef42d1d32b87a1c9ce5fd37e01ff4,1876,1952,New York City,NY,"40.7098, -74.0094",United States of America,New York City,NY,United States of America,"40.7098, -74.0094"
5b165f1f0f85d6bff74a92d4b6343ce5651b796c54b1ff3c6581217339ecd90f,1877,1962,Putnam,CT,"41.91505, -71.91015",United States of America,,,,
e2c1353856f2db4c722b1d593bc8c09912de6c29a6cb1334375ccd3aa904bbd1,1879,1950,Knowlton,Quebec,"45.21905, -72.50856",Canada,,,,
2f24fee27a89e022fa9d441d101b36ee68685bd939990b49b2b15756a597c9a8,1879,1882,Putnam,CT,"41.91505, -71.91015",United States of America,Putnam,CT,United States of America,"41.91505, -71.91015"
93c43712bcc47b5d418234bc210a91cd48066abbf431070278dd3256ddddbcfa,1880,1880,Killingly,CT,"41.82058, -71.84046",United States of America,Providence,RI,United States of America,"41.82442, -71.41251"
cc35b6583451131acc768c16282dfa078698cd8f76349569bb3032a3393684b2,1893,1916,,,,,McAllen,TX,United States of America,"26.2072, -98.2308"
4a96a933e946c1d73a56b29410566ee6722a2b6536c33651fc8a1a6f1ae78915,,1860,,,,,Georgetown,DC,United States of America,"38.90499, -77.06248"
c19bec9b2a84a5370e9be84d530b14d7ddd0c9d9a2c80b97547933bf432f970f,,1804,,,,,Wilmington,NC,United States of America,"34.2317, -77.9415"
0434d964d62120e16307088da9ad18bf83d4a7dfc8a1c5ca695a64ddb34efb38,,,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
7b7f81c463586b5db1d6aafa56ae9329fd036e82839149092aae322e4061844a,,1903,,,,,Chicago,IL,United States of America,"41.8798, -87.6256"
9553c51d92d2b4df4a4df7da54c5fa87a4d616efea375e6d1e7e853651ef8858,,,Boston,MA,"42.3555, -71.0603",United States of America,,,,
f1e207ae188ed6f3f5cbe65111740d5cc7a4c2d89b23ed515346c3c91926b9a6,,,Taunton,MA,"41.9007, -71.0942",United States of America,,,,
554068c370d917c2f7701b6afb2bf83848bdcd5a071e0d00804fa4e7c8b0fc30,,1907,,,,,Brooklyn,NY,,"40.6525, -73.9517"
36c517c61dbd0dd4f70dd61936211f0dcad41bf83490e8fcc9a1a55f87c2e1b3,,1916,,,,,Denver,CO,United States of America,"39.7420, -104.9854"
7e9cf78c0bfca78cf71e7e67cb37dc6f9a5e74928c990d98639485f2bbce41cf,,1885,,,,,Providence,RI,United States of America,"41.82442, -71.41251"
