hash256,section,composition,condition,legibility,estimated_installation_year
5ddae606a6d978e2154948f79b87da9c65a9269135a7a7bad715cff3ce649aa6,BC,granite,good,good,1867
5e9ca9f0f19d808e3b921596ba5217e1f45eb2272db209242c515be782fbe3f9,BC,granite,good,good,1895
5ef2f711233b406d3b9508967a1fe7aeccf29ba3a08fdcb25a599dd53fce01a7,BC,granite,good,good,1819
5f2f6d3bd7aa8bd70bec2f9f14c3898b04bc830c29c6b00f147d67bc561f7895,BC,marble,fair,fair,1870
5f4b36cc8658acb48b942f580e1c8b63a3e3c000369b9d9653560214fe6b9be0,BC,granite,good,good,1964
5f7db02ce0e2ecd96675116d153ae990be4b5b17f8111862665402976c65f338,BC,granite,good,good,1839
5faac61a3f4d54a0abfc44a46f2161967e2d55ca8fd03d8984d1cbc8dbccf190,BC,granite,good,good,1907
60a4a9c017b731c5808f60b98ef3a4d2c13fa9bf095b6d9ee80d2273a56c7f87,BC,marble,good,good,1869
60d5ac0ca7bfa8e2142bbc6836e7a62569cc5d25c6244c4813856b650efc79c0,BC,marble,good,good,1872
610df68bdb823e7d510b9660d96a40732289d62ad1b01bbd2042cfcddbe9f5cb,BC,granite,good,good,1879
613b15053c0cfa6f8df17fb14b22b42e978c583464961ade06f71c5b0856d2ab,BC,marble,good,poor,1866
61cb8debf436d3dcf9a702b7f341ae34d34e15354c4ad5bfffe98f5a1987004b,BC,granite,good,good,1941
6214c5e01c16799f18f7a1f94af82850874e507b14dfd8087bd15bc1abe13c32,BC,marble,good,fair,1849
6226a76861cce50d5150ffdbbb2ff3d1aa59007f60ad6c221725a546a6036d39,BC,marble,good,fair,1802
63de1c3ef4cafc4a7c7e46c6269640fda87eb76ae4d0a0959f3529783a60faa6,BC,marble,fair,poor,1858
63e008c3994e70e610b29e6bf5f9b3dbc21db0f56fe7a2815f88e7593184fb32,BC,slate,good,good,1845
6411321bb6338cb4cdb669893005a11254200f95396cc60d9b0dd82cc1c2c5b9,BC,granite,good,good,1979
643459f48cc290af1418b5537019cf6a6cb353ad14ba90542c2b6175eb0a9c6e,BC,granite,good,good,1894
646bc514f9053965d6d7ad019ffe42a2e1590c3c9c723e6943dece798dd07aff,BC,marble,fair,good,1864
649150b0bae893c5012592ab7bc8253eae6ab8d6d78d6008b036bf60d4447d86,BC,slate,good,good,1833
65796d21c5517327280a87c8f385ec4f191244a38fed8f2e2989f8994cc74d38,BC,marble,good,good,1870
66c33272f9db9853355149a74a5b85eae02714010858e54f176b4a961ec5dc0e,BC,granite,good,good,1903
66d86cb680cf64b32db9440cb3873b0f5afecc3695a8b740edb97108c863d556,BC,granite,good,good,1919
681967b3d226bc7f15aad33d857f2d6271cbecfcc706df084c68cb20bd06860f,BC,marble,fair,poor,1866
6849b6ff3f82e77b837b50501bdad167b4b79d88cf721ef1323b9b6d129dd868,BC,granite,good,good,1929
69a5181e99e68aea8c0cc259931a4a1b315206c44ac01d64ddaa51296267fd1e,BC,granite,good,good,1903
69dd2a670e88e82901c6228b7973de84db394d3d516cd161497bf1999f72a274,BC,marble,good,good,1878
6ac47b199779b44e879f291ee89a2ab65b9c66d966bfdb2db03a1adc3f3503ce,BC,granite,good,good,1890
6b41523ca1937d2d8e8e728849945e0e00f695f3ef54f83e59d9559492e60346,BC,marble,good,good,1858
6c04ec12e50e2e34b2950470518428f2c767e13922d90df524d183954383b703,BC,granite,good,good,1902
6d33149b3843d3169e44da120ab31b3cd2b2470d7de114cc05e026481766e70a,BC,granite,good,good,1890
6f05f5aeb4ae5817cb3282738010d7067780394c6ba5fc79685b6df1fe1a6587,BC,granite,good,good,1948
6f601ad4b260281f03daf1554e915af80e77ba95752b07bd0e7ba866c32678b9,BC,marble,good,good,
70a9b66cc77c6eb70d4455263a83b2c264dc738f552d0bfa21362bbed80c7bfc,BC,granite,good,good,1865
70bff401dbefd79a5b8ccb39b678130db45ed8feb2b2a6cfd412d423b3efbcd2,BC,granite,good,good,1876
711a876955adba8635c15c009204cd512d2b3284b757896def35d8e14b3366b9,BC,granite,good,good,1921
717a1787e437421644ab105352dbc1552a885837866b59e7e0cbdc96b98d7adf,BC,marble,good,good,1842
71a9f52ea59bf9a49e64266aef1f96a13b4263ae278361be8e0e7ff67846371b,BC,marble,fair,poor,
72c147d754030f645518d08045d89032a313ebba2deb1a4d0a31a5446261402f,BC,granite,good,good,1984
7306bf698f54b4eaea4dbe42019e2338f0bfddedee66a2450f1246c988bec543,BC,granite,good,good,1927
74753959fb54baeb400f122ef281b620e3ea2bf7e7f56d65e703d4bb41846dc9,BC,marble,good,good,1868
74b76deba4f1dc5236691f664cedacadcde9e5832ae530358c21c7f95c3788d4,BC,marble,good,good,1919
74fdaf736043ec9a6355e7294601a773b89c563c93785ea92e1d5d87f241e2c6,BC,granite,good,good,1890
7681ed7c0323ffbe14203c77a377afe7739796511cde5ade4a1b514b99076c5f,BC,marble,NA,NA,
76c140edf96c55945fc9d5c035104c76c7329033383193ca2888feac8168313f,BC,marble,fair,poor,
76c78149f6f04bb18247a51200d47f750f620d2a91d3b79daeab07002f739801,BC,marble,good,good,1937
77724786c197f2009923111ec1ba9d5eb24ee568923cce974f74055bbb1e00e1,BC,granite,good,good,1916
77cf1f93ab9e1658f7b389fd860d99087d440eddf10b33d51d4e75947c7a046e,BC,granite,good,good,1848
78322dde96681d3d3f59aea817fac32a2ca26b79289cc55ad4bfb0a26e7ce8ec,BC,granite,good,good,1925
7838f63b79706192cdd642bc91fc97e7220968b67f730910ca2c79edb244ee08,BC,marble,good,good,
78f9677109c4c17892c99711ee907e5cd11efffc9782c77c2bfef5433cfe4658,BC,granite,good,good,1861
7964d277939fd4fd4986b6abd3502305708e1e75ba4131007d68c94a4016c647,BC,marble,good,good,1873
796e89ccd3d48073aba7171b9ea72aed4556d0afbb536a4a7ffabda4a8825435,BC,granite,good,good,1872
79816e46682329e8f8fde54e0e9cc6a14d1c0088467dde5ec6ded5638f8dcf98,BC,marble,fair,poor,1847
7985b5caea64aecb83c769e12a777c3f91367eae28085549935f2f35fcfc7116,BC,marble,fair,poor,1895
79b51a185493f7fb6df2db8b296d93bc9af487e9d2f0dd0035d4e8a2eb556d90,BC,granite,good,good,1890
7a1a1b9d0ad3a63c1d03c33f70c9d32e5b9e5079a36bc958127143ed6b60ff3e,BC,marble,fair,poor,1872
7a39b7f3dbcf95fe78596a9ee99837f8dc32c9595b1125879fce8c464234695d,BC,granite,good,good,1887
7a5bf944026f1a4fb5b42e7e404080d3993eea528a3fe132cc6e6f0c1c8991bd,BC,granite,good,good,1891
7a920bcb33fe693611ab86dd0ce10c5f1590f5960061408fa8a5c3ef88d489a8,BC,marble,good,poor,1842
7ad9950845283faa7be2bf79732789a724531c20cd2d80c1fb63ed4a64964c01,BC,granite,good,good,1894
7bd3317faae682d57bba911fed6270ba3a942dd1876b7438f3dd1ae6a5b29ee0,BC,granite,good,good,1966
7bfa793e13f05920d639c0e24b1b931c1a0d4e3aad04034ec2729cf9fcdd9042,BC,marble,good,fair,1839
7d0c11f904f605d9b782d3dec94de08154aecea16b83fb8c0ac004feb20d7529,BC,granite,good,good,1889
7d5e4d15af64b467a6448d496ba17cd73883a92eb5aa0275a67ead0f5e0b04ae,BC,marble,fair,fair,1838
7d6a1387806ca5cb27268fda1560079a3938e532d580dcb467864cffb8eada27,BC,marble,good,fair,1833
7d6c943fdf7f1da69742e5b75a4b19a5ace55d86196a039355bed500d8622927,BC,marble,fair,poor,1843
7e64c01fe2fd7892c1d193cb2af5a7cc7df482bac7f27097190cc92d0946c6ac,BC,granite,good,good,1885
7ffd9d1cb4f14c7e5c3617b05aff2b1705edffb32bc90cf39903069d98e22704,BC,granite,good,good,1867
801054c88324d77bb27c86f3f76bcbe6869f656e5663dd5470764dc10ad9e209,BC,granite,good,good,1951
8015cd190681bb09cc4628e22de460f41d26d0519b335add163c71cc9e457a07,BC,slate,good,good,1839
80b074a7432579568130f1e6447b5f5bfa3a51379d9f8a08b2b412ca7bea4b30,BC,marble,good,fair,1842
80b76f0ca72d55461c2585b6c32e2d3104f992520d37d1e75e6bb8b73abc25c9,BC,marble,good,poor,1874
80d0d8320db431029422b954826e9cd9f98647e338e7a4be22210ee58f716537,BC,marble,good,poor,1851
8124efa866413b50e82fa5fd22382f911d151cd780dc239bf6c9d845a85c41fa,BC,granite,good,good,1907
81c11982389c5cbc34f68db1ef7ca3737909ac6d9ba7bf094804fde3b635c42c,BC,marble,fair,fair,1840
8245c5430d0975c042b78e487fed251bb197f353e2f88fe2e6ed623130ddb6ae,BC,slate,good,good,1830
82a3c798a5a6a4252ba804c403f63bf7a296f5699892da929a5aaa01e9ab5945,BC,marble,fair,fair,1843
82cd9e4d549241012b04792eb65d78d0c745b0f1eeb08a5e6227b91a84318679,BC,granite,good,good,1886
83f1d9bf5c0ec15a9665fe61b1b2f69d351ec59a76d841efb28e0fc01eb36087,BC,granite,good,good,1923
8483d907d75e699d362535b2288e22abe68a88da364c4fa8c7e09a6b04d7238c,BC,marble,good,fair,1948
8506f4f815fdb2524bbb108efc60790af639e2f0d2b3b9fd7b42de1241e95abf,BC,granite,good,good,
85422367d09df9118289011d7df8df5d49325907fa26480aae39a76685173d64,BC,marble,good,good,
85c06b31adeb0b5515344ee4eebd3919f05135c2675ca3fd49d1f6e6f282722e,BC,slate,good,good,1838
85ff6763ee6f88751eb19c33bac5c04d7b9489c6041834314395db3ee5512541,BC,granite,good,good,1848
8605d7d74b15bf4f5d91f64d13b9d44d5dddc8ca0bec265356e404a67fd1bd02,BC,granite,good,good,1923
861be1966199fb3c51e5c1bcd4a4d427d4f5c0047a3b5a7034df98b97d6323bf,BC,granite,good,good,1867
86aab1203e0595f3669a901eb6fd9a7ed7cd4bb65de03b152d61a03b50fac475,BC,marble,good,good,1863
86ed08cc2ec36b31e75da1176c8a5c0d9ba702cbc8064a3188381b7831d1c166,BC,marble,good,good,1886
89001b4e8efa36710a975fa1ffc206f810d73009c8c11949706bd9e4aef5928f,BC,granite,good,good,1888
8933e7bc285141b8b099835a13b85e262bd58dc6152ff7486f0760cee09210ef,BC,granite,good,good,1973
8a0eaceb31653959c0d5f9f7f94bc94a7be465343fd1123a4bbb7a65f2cbb922,BC,granite,good,good,1903
8acf141354c6b86aca421fb337b1f13595808f5be8db0a55ec57e4a9ab5c94ac,BC,,,,1843
8b08ad114eaf8d8f954e3a54fbf4640e7941cad3cad76bc8ec15273a11bb89a2,BC,marble,good,poor,1842
8bedaa4b110a0b0927f5c1ce02d3f2c1117a5c4413a45a7e44de6414b4a301b9,BC,granite,good,fair,1912
8c3542542f52e5f01da0cb337e997f7472919a87dd50d28b2dede845cf4272a0,BC,granite,good,good,1891
8c97a8d7261204daddd043ac40a642e09ef633967c90328e06a37c4149733601,BC,granite,good,good,1840
8cf1e78adee812954317ab9f538ecdaa27ea15918f3031a9cc78e0b5d02493c0,BC,marble,fair,poor,1829
8d5254c5cd47eb15aeaa2609710b2038847e3d74c16c44ff743cb6502fbf41fb,BC,marble,fair,good,1819
8dedcb398b78235b92ddc8a6afd0abeb0a5adad855de32a93bad8ebc4ffef327,BC,marble,poor,poor,1862
8e2c6b6b3bd2cf0698b7d78cf907fb3089327b0747ede642417abd6a3c7845f3,BC,granite,good,good,1942
8ec99fd3ae605d317264e535092a90f6c73cbc6162976e2f168b579511dcbfb4,BC,marble,good,good,1797
8f1189b54f275d307cb077f1e7a36dbc82e2c4f2d8ed5725132528a2f8919c0a,BC,granite,good,good,1856
8ff0ccc339be317aa57a3ce9ddd078416a45f837062f906130d88ebb46131283,BC,granite,good,good,1886
91baf83c22f28095e0674ec030ee775a20f744c655979ce9900611ff88cd4a61,BC,marble,fair,good,1865
91d6d378fa0e6e1ae0cb47752997e87d78887a8a3b7135c9ed7a35e4a103bafd,BC,marble,fair,poor,1800
92199b68c8afd01b63cb25da0a07c1c9e3d80679c8ecf0d66774ad82068638c8,BC,granite,good,good,1901
9244fd4b05091d694ec95b036fc62fbf0ec77ef2b0885601905dcce466338195,BC,marble,fair,fair,
93574f44724674499c48d9bef9154d6aaf63a0ea9f550a3832e1abc6f6a2d8c6,BC,marble,fair,poor,1851
93bcc8ef72700524afbff169de0302e8bc03c7ccb313bfcd0f8e7089aef1622b,BC,granite,good,good,1849
93d12d8b686017b111f2673eac4ffe55a05ad107e963d574d40808b1311190f0,BC,granite,good,good,1818
94833361f4157547c810fba07ad8230e152bd00a422487d390ce92e6ee7806d0,BC,marble,good,fair,1849
948c5c38a22beba3ef987b658af5b393cad01c7e216baba7739212e21463d3f3,BC,granite,good,good,1854
9495c75abfbb890b110f8e62c7a26e080572d9d4cca54dcffcae0d7bb5befdc5,BC,marble,fair,fair,1853
9553c51d92d2b4df4a4df7da54c5fa87a4d616efea375e6d1e7e853651ef8858,BC,marble,poor,fair,
95fd4e67d776c34b696521fbadfeb2120856036a3e179b23cde9f18d983bf846,BC,granite,good,good,1948
9635e7eeab679e90e5a73221fd8ce5138276b63f6b833fd286041104598cad54,BC,granite,good,good,1926
96c2b1f769d3b00474509671566c2c463b7169994618da35846e55753fcc1413,BC,granite,good,good,1848
9789cf98f76bf991c3a7f49a33f705644f6cf34743cf070f56dc500b9412cebf,BC,marble,good,fair,1841
97f407cb33daaf682e66ab70619718ce3c8ac3b8bf6093c06da57029f2142fea,BC,marble,good,fair,1871
99d6f82140be173dfd0a2e3e80f973928685f563022e0631dfc0f2b4aee481a0,BC,marble,poor,poor,1845
9a92413c0c8fe635eb477727dfb4bfea902ad240f6a6aa03b6a2b99eb595e8d3,BC,granite,good,good,1864
9aacf8a41943de6d58880262809ce4b42f0d4c52c66d2a6e1f2b5600dbabbe62,BC,granite,good,good,1845
9b1b5d79dd445c2de744d4fdef13389f2d400eb1f6fdc0b222f4f211bf961ca9,BC,granite,good,good,1884
9b365197c06a7009dd91cd7940aac27a8031a62522788938f8baf9382600ee97,BC,granite,good,good,1906
9b52c5a3c785bf6bb615a42d84adda33ca625964c814b82fca8ce92212852209,BC,marble,fair,fair,1866
9bebf8736f3a48e50c9338adbc1a37374748d5d4a85ad5312b3e80203eb05cb4,BC,granite,good,good,1890
9c7395e94802fec72cdc79013ee3aaecba650777d95051813f28617dd6b2a385,BC,granite,good,good,1812
9f628b7469301b1bd5fe32280021eacf83c32ed641f7a4c65a1eb8a1bc9243b9,BC,granite,good,good,1918
9f7a909f3bbe2726a51886e192a982067b301e357e57c170e526a7004848ea58,BC,granite,good,good,1857
a0223bf92e02038043990e8fec6e449f8ac1cf71330cf2dba1985c88cb8f3062,BC,granite,good,good,1918
a078702a808be005c1e962d76e1a31e424dfb7d7994fff57ee0c166356378701,BC,marble,good,good,1916
a1c90662694eb68cdea320ee61c4a95b4c7bcfe96f66949e1e6b91dbe5f13ec6,BC,marble,fair,fair,1866
a1fe809ef05f9a07d8de72d5a17833841381327277c8a89ce8bddf2dab117b9b,BC,granite,good,good,1918
a26c4d20efe6925354bc7b3b8d39395e1c320d36591b4fef26ab821386dccece,BC,marble,good,good,1858
a2a6e652693a36c37d5b1282bfc16b07a8dce2690c9823fa3f6038ea1984c3b7,BC,marble,fair,poor,1832
a3834bf8f328f7a522ddd81b98c1fb1a14c1de90c5fea41a222b7eefe664adda,BC,marble,poor,good,1844
a3ba220a8b5246c1b1a1457cbf13a1db18d98eb32e5f19fc526db648e50fda3a,BC,marble,good,good,1872
a3bbbdb439b880cf28ffce8072064a767bd1c8c6234c99f8d95f43d2bb34dd1d,BC,marble,good,poor,1842
a3cca9b47ba9a9b1714e38fcafdff0a96f0b0c2b7f871070983162250d9c1528,BC,granite,good,good,
a421143ed10375ae525939d8df14720b8a649c4953cb2d310191dd0d56ab8831,BC,granite,good,good,1943
a457a87580ecb0bff6e3d5ebd610a742c4d92f51710dc270b3952e3268bc66f0,BC,granite,good,good,1890
a485fa68e4d49d6f9ab11d53b3cfd19780ae0d1731a0a9096159a68af3a926af,BC,granite,good,good,1902
a4cd4243bb65f02813d709f8089822ee06aacba5452e227fd8f1dec75e8f6bfa,BC,marble,poor,poor,1856
a511d833a6bbc7c5588d829ea6fe9cab72e04dbf03c47654e6dfb6cf91c083ca,BC,marble,poor,poor,1847
a5c7188e7c4241bf589fe5b79079a3929f1b00e6319c3fe5db083208079a0a05,BC,marble,fair,poor,1832
a5fe19a6aa290512a5da57e91f16d6728c39240de4331cb113570ed2ac2c559f,BC,granite,good,good,1860
a644807471029bfc0adb51205af9740e50146208c470f8e87b649af486a2a150,BC,marble,good,fair,1863
a65abf43f39ef7dbc511c087b7e42025d42c47c428e2e02a0e32b62e170f547d,BC,marble,fair,good,1868
a66c784abd2ff9c8773a798bc8028d25c2422f245e344f3e8c7aa494b1636812,BC,marble,fair,poor,1867
a6b604b8e59d2e1536cec5d06e0295a5983673e620518580de4bce2f6834f1e9,BC,marble,good,poor,1849
a6bc96f0a0cbacb4258a2235630be4102df2693c0a5b2598dffbddf5d5f3350c,BC,marble,fair,fair,1873
a74bad2bdcc562b1eea7bb655a4e3aa3e7cd9b303f676610c0cd577543ed58b9,BC,slate,good,good,1842
a8aff859618050d726cbb9dbf78644921d6994a0f1ebbdfe92a70d3a6300dfe2,BC,marble,good,poor,1855
a8e474ca06bf3d17c1967d3f388cc59fd4008e024790c6d3e4a87ef126b903fb,BC,granite,good,good,1903
a94e6602d5bdb2b2aabcc9afe2294de57d1f6dbaaf9356f5406cff1489ff80d7,BC,marble,good,good,1782
a96ed8baae458a9a5ddb69ddaf15577c0eb05e8441ddf9942e24073867f28563,BC,granite,good,good,1862
aa3923665b3cb6eaa9333b98a07569bb1b5c5b614bcc319daaa734c3d534a814,BC,marble,good,fair,1898
aa6c16aa1837ebf4d308fefbfe1102fe60cffab88b4073dc501e590a9e564219,BC,marble,good,good,1849
aa7f46f9fcceb24dc0155bc086250c1dd95f899a8b859ece0e23ab2471a81746,BC,granite,good,good,1918
aa81223286805f9b31b0a89f3f1fac20a7390e7ec05f9694d46417b13067c069,BC,granite,good,good,1893
aa821f00d87ce1fb2d8b2567ea6d6b4942dd1dd5a153eba367d685b7f99813a2,BC,marble,fair,fair,1796
ab4c2cf34ab1a3059f1f51afa1e1bf8ef5b7649bcf3f4c029b2e804ba772dfec,BC,granite,good,good,1916
ab4d99bf5cc5de97db44333b8ec770d62285d88bd6d05b3c48976aa37fadb3bf,BC,marble,good,good,1796
aba2e408868286252f358b460d2e0dfb168105945bcbfdd7a2bb5090cb87699e,BC,granite,good,good,
ac6160a53bee1d5de60f37b5bf33b5b40a3d37f1c5e38552424a54c335a2d192,BC,marble,poor,fair,1797
ad1ed50e93d0c0c8c6a80dd8af95751f93b95f3c9a81d5287609e2d8ac46e50d,BC,granite,good,good,1889
ad2794f86fa7f37dde7e33e79a90bc673c41590781abd0ffe0f2c3f9af154256,BC,marble,fair,poor,1866
ad5190f1fe87326831957b7141257332bdcb5dcdcc297da495ed5ef9d75382b6,BC,marble,good,good,1830
adaaca1b15800f9aff5b96b34a8fd99e897c50aae7b17cf18cb219f3369224f7,BC,marble,good,poor,1864
ade33e6a43016fcb497368ca28112449ba69bb7cb98a2925de8870a8fc0d9b32,BC,marble,good,good,1853
ae126e6dcf6374babe09966c062a7d8f3f840ccba738f3f0f249535a696f84e5,BC,granite,good,good,1930
ae1cd08830a8e2ab890c0aac1a0950c8b2f063d0bcdb49597234d269dd8e8df0,BC,marble,good,good,1872
aec5441c61909d6802bcdbc089dff1b88181ac80bd39d1b745f0131ff38e4ed7,BC,granite,good,good,1933
af0ed047cc1c9a6566e34f79cbd5acc2ef264ad782b4d0f82d8d54e73f01c915,BC,marble,good,good,1882
af1efbac9981c2407fd4e23ab1bd4c87038b356bccd8d55aabd2800cc02cc905,BC,marble,poor,poor,1856
af3b20e4ed7819a073bce547669d01fc1490f5a09fa3cf967d954ea8a89fe9b0,BC,granite,good,good,1918
b0c66810712093a8973439374c24514c3fcb5483153259b3d65c75cba5687b10,BC,,,,
b22d115dc4d516f70b16b5825f3455b55c1dc2b0f0d238dda2db64920886f4d1,BC,granite,good,good,1915
b2a004b92d60b8adced051910d272a6830b6775077f28d50453bfed08af40fdb,BC,granite,good,good,1868
b342c9cd4638f03c8020db161d06ba19ab571519f153d1e0f3e9ef545eda445d,BC,granite,good,good,1912
b3ac0130af3552a3413dfa2c1350dabc2940574c019441ef4b0b923ecd8c1fca,BC,marble,fair,fair,1824
b470cc425de32543490e0c357d6a6c834457fabf4c45aab694420e2e39f80b33,BC,marble,good,good,1868
b49cfcc20f32ce65982338b7c3927421defab8944e7f5db3cf5d2ec877e715b5,BC,marble,good,good,1885
b4d1a07aa68a937249e1636d88d483a47bf0ff4098e45e72eec792a5389af85a,BC,granite,good,good,1883
b59b4282b3322ef18bd8054f0fefdb956bc49cd02a583550a25832aded925527,BC,marble,good,good,1811
b5cab37ca9359b67ea4ce7bd91e1abcfe487bf58bb067b61ef138f5705271425,BC,granite,good,good,1934
b5f3eb87404ce2956e572b2f4f0931d2c764b47f897ca24c85f265cd48650406,BC,granite,good,good,1889
b60820fd466bec41b5c2ca0e35d440c1fad3ab233baffd3032b31f84212a45d1,BC,marble,good,good,1873
b7000d20dec464caae8a623e95e92ffff59a8d90994507511d2b6096ee9f7122,BC,marble,fair,poor,1837
b7f8f1db50fa0f2adecb8ed643144ea0f88a4905d56bddf4244edcecb3f73856,BC,,,,
b88800ad88504271162724f90238a424070d54ad2274bd03aa0520ee94286c75,BC,granite,good,good,1906
b8a6a3b0b65d1d856fe81131ee0bace4674074b77704fcdb4ed3ae4819a19613,BC,marble,fair,fair,1866
b9875dfb4ff6aecbf882b7397a5aed7e63fac0fda09aa4ad2f8ac75cdecd76e8,BC,granite,good,good,1946
b9c7b9600de428b073a957d4b6c3b3338842e1c782d47ffa7818276bf4a5e85d,BC,granite,good,good,
ba5e641c36870fcd951be06982acbbeaadc5a472d19b62de538b3a13bd0d2333,BC,marble,good,good,1906
bb3172448e28a6adf0b26506bd0d363c89d93b40c338a1291a0c659171cf25e7,BC,granite,good,good,1915
bb97a0e14352c9884e473dd29463f90eb2be61ea5b741956bf3ef588504953b3,BC,marble,good,good,1877
bc7bd1e710d36c1150c0120fd845c0776ef8764a953df41b8c912e769280d095,BC,granite,good,good,1888
bc870eeaeb309f3742d3e95444ec6fefc96aef4a5d9a44f0f7603c338fb71604,BC,marble,good,good,1868
bd19e1b042a47792be5ba0b479c6c68305aec611fc2dffb78f692f43fd565ba3,BC,granite,good,good,1930
bd70bd25924825886abc9872f3172243f26ab363533b18f3c5365d6623c6b425,BC,slate,good,good,1836
bdc7b4c19d1d5d283030616689ed1a9228251b7d21055cec839b5eda2d5791f1,BC,marble,fair,poor,1848
bee65917a28f282325d0904fd58f8544b6062d988332a2d4bc77bbe9c2872622,BC,granite,good,good,1882
bef59ad3a882431afe6841ba4ac3ea3726fd3fb404298d7339bb563014b2b526,BC,granite,good,good,1885
befafbc8cec2ea3c01ef28990520a9c51a98f97fcfac867ca74880bc5a10b05f,BC,granite,good,good,1876
bf34c3eaea3c649f9534f992ab61b44a2ddfc766b8ed2215b6ff11fef0c59382,BC,marble,good,fair,1842
bf470dfddd8850df6444c31885142703cc9d919d685c0286853a73e63307d90e,BC,marble,fair,poor,1834
bf6301b9deac63945dcf82496faaaebfa096848d4ac8638d06abf3d3865152cb,BC,granite,good,good,1890
bf99e57bc9f59aab9756837ece65eb7a3a55242cec23eb76bdcfabbf9f167efb,BC,granite,good,good,1866
bfcc786f58625b3f3b2153cea2ab8e92334def93ad0145e8100d38aa6f875eb1,BC,marble,good,fair,1833
c00cee6c25d8ed0a6a843deaf5c3d0ed13bddebb3509d71f9b050b405a0c58c8,BC,granite,good,good,1844
c01d1d5a1f39d07b7acb52fccf509ba888dc77f5338184c2de38edd049c7c23d,BC,marble,good,good,1886
c01e07596cf45215bbbb9f7e66b4843d5124c9f1378c9cb698e454345f0b1755,BC,marble,fair,poor,1887
c03ad61d5cb1a8d030d2cee11f921a9e9601d7d14d39bec717911721b24cac49,BC,marble,fair,poor,1916
c03aefabae1223395ebe76d38b88a3a5e9de39c76a0377bc8354055707a2dd77,BC,marble,good,good,1858
c09f4a62ea6e33a4babe186f48b0f0c16ea207d7bafb3eee58a7d555385e253e,BC,granite,good,good,1898
c0b7956192c96edd7596ee286149140af814a3910ec966ad17fc77db2d293c3b,BC,marble,good,good,1862
c173439b6564d7491d67193904f27e7ee56919ad2688f040d846fd27335b4b11,BC,granite,good,good,1948
c1964aabcdbf1da499a4c458a708446a45cf94886f517e53aa998ab0b7e97f7c,BC,granite,good,good,1867
c21589d5690acd365717cd4ddb8de2eed9efd44303c94e5f839c0c74fc4a4637,BC,granite,good,good,1939
c2458dd58c85470cc0e7c4614df330e230455c4e4e63e982dcd6baa46ce91b91,BC,granite,good,good,1879
c24b62229ab2cad3d1599b5b4b1db3830dc8835b744df372c45d7524cf4ccc94,BC,granite,good,good,1982
c2781ce7eddc35f89b1bb4886a13efd8b6119017734a8c49588aad760eebf984,BC,marble,good,good,1840
c27deb726e528e2463a86921f80f1749279dd81373480757ce34ba5e2b1a7145,BC,marble,good,good,1843
c3569b79be6a37e393c9f54f979eb57f4fc89e737d6dcbc86eac92a874a54844,BC,granite,good,good,1893
c380a78a513c30cfcea2dc27265efed7ebfbcedbd9538561015cc4bdbb4ab123,BC,marble,good,poor,1863
c3e3aad0c29c06f5367ee062cc9f2f37e56a494525a656f83ae4031d6d8b0703,BC,granite,good,good,1904
c478720043c27b449cacbffe31003abc0ae934b43f782dd5266678f56882b142,BC,granite,good,good,1988
c55c394d43132024e2575cac284326aebcbdd9ee2f58d08e0d2d01dfd99dbb80,BC,granite,good,good,1955
c67e126c439c2ed85d7f9501e1a76bf928e21036a2fe8b89c601ffca63255316,BC,marble,fair,fair,1873
c78492e667b3c003fa81e873d8a0d571f998bb5a3a7ba5cb019aee6ff8842ea8,BC,marble,fair,poor,1848
c961e569815290779a2c37fe904848e09a7a481c1168ebe60ce1c3064389d0e2,BC,granite,good,good,1855
c98b1fec16c4209227271138517a0c9f71e34bdfc470c8416fe782620dba5244,BC,granite,poor,fair,1859
c9cbdad5111c82b25dc8396f871337002b8c5956d19cd7802e5b94b367fad9cb,BC,granite,good,good,1834
ca339f50d697ae02edbbdc528f35297eab8ca445538d1d2733ac86d35837fe5a,BC,granite,good,good,1895
ca8ba4dd3ec3d8ce789a626bc7f433ccb7f9620c7fa4c8a85d2c9e7cebba82ae,BC,marble,good,good,1818
cc6d45156c4a7a54ab03210a2252d078f5fc31199a1ed9a56bc8a607e55d2e26,BC,marble,good,good,1856
cc90ec5705c74b76d068a1b7300fc5a81287c32af2842232c93bccfa14f18e3c,BC,marble,fair,poor,
cccc17a2b597426ffe1eaf82ef379be035a38eb160cae135623793382618c4a2,BC,slate,fair,good,1830
cd2ce7aa14b1ca0348ab41801a1f61896c2567d81affe50397fae9bcaea4e229,BC,granite,good,good,1890
cdb4c1deea8107bf623a6488612a679b47f478495953574afcd3645bcda17abb,BC,marble,good,good,1815
cdc33426fc8f0ce5d77e6025e368bc8abf0f9e32a61b72c0a5c1a3d092215391,BC,marble,good,good,1784
cdced61fd230a7fcb9f9129fe6b1b99a25fac41968379630d1b683c1ba774ef7,BC,granite,good,good,1921
cdf3e2c41cb325a0572fb846414c767770a6a1b83baf8ef723b00a3b0071795f,BC,granite,good,good,1898
ce0f2d39c054354e06684006088a9706a3dc81cb53e12da311bdf1bfa4c69897,BC,granite,good,good,1920
ce993c0430bccf1ee57bc14f1a9ea6a51256d4dc96f5f9808fdc4e3044ab5d13,BC,marble,fair,poor,1875
cee09fa6eca84ba8cfe2cf66c7d4c387f392f898416f9efde57fe7abf068b39c,BC,marble,fair,poor,1819
